task_id,department,planner_type,task_name,equipment_or_item_id,activity_type,frequency,due_type,due_date,report_due_date,last_done_date,action_done_date,action_status,report_done_date,report_status,responsible_email,report_link,rescheduled_from,reschedule_reason,remarks,source_file
QA-VMP4-002-20261204,QA,VMP Annexure 4,Data logger,DL-24 to DL-35,calibration,yearly,specific_date,2026-12-04,2026-12-14,,,pending,,pending,qa@enicarpharma.com,,,,Annaexure 4; raw frequency 'Once in a year',QA/VMP 2026  (Annexure 1 to 7)-QA.xlsx
QA-VMP4-003-20261123,QA,VMP Annexure 4,Data logger with temperature,DLT-01 DLT-02 DLT-03 DLT-05 DLT-06 DLT-08 DLT-09 DLT-10,calibration,yearly,specific_date,2026-11-23,2026-12-03,,,pending,,pending,qa@enicarpharma.com,,,,Annaexure 4; raw frequency 'Once in a year',QA/VMP 2026  (Annexure 1 to 7)-QA.xlsx
QA-VMP4-004-20260211,QA,VMP Annexure 4,Digital Thermo Hygrometer,DTH-01 to DTH-16,calibration,yearly,specific_date,2026-02-11,2026-02-21,,,pending,,pending,qa@enicarpharma.com,,,,Annaexure 4; raw frequency 'Once in a year',QA/VMP 2026  (Annexure 1 to 7)-QA.xlsx
QA-VMP4-005-20260211,QA,VMP Annexure 4,Digital Thermo Hygrometer,DTH-18 to DTH-35,calibration,yearly,specific_date,2026-02-11,2026-02-21,,,pending,,pending,qa@enicarpharma.com,,,,Annaexure 4; raw frequency 'Once in a year',QA/VMP 2026  (Annexure 1 to 7)-QA.xlsx
QA-VMP4-006-20260212,QA,VMP Annexure 4,Digital Thermo Hygrometer,DTH-36 to DTH-53,calibration,yearly,specific_date,2026-02-12,2026-02-22,,,pending,,pending,qa@enicarpharma.com,,,,Annaexure 4; raw frequency 'Once in a year',QA/VMP 2026  (Annexure 1 to 7)-QA.xlsx
QA-VMP4-007-20260228,QA,VMP Annexure 4,Digital Thermo Hygrometer,DTH-54 to DTH-65,calibration,yearly,specific_date,2026-02-28,2026-03-10,,,pending,,pending,qa@enicarpharma.com,,,,Annaexure 4; raw frequency 'Once in a year',QA/VMP 2026  (Annexure 1 to 7)-QA.xlsx
QA-VMP5-001-20270101,QA,VMP Annexure 5,Medical Checkup,,,yearly,specific_date,2027-01-01,2027-01-11,,,pending,,pending,qa@enicarpharma.com,,,,Annaexure 5; raw frequency 'once in a year'; activity label absent in sheet (blank),QA/VMP 2026  (Annexure 1 to 7)-QA.xlsx
QA-VMP6-001-20260918,QA,VMP Annexure 6,Electronic Balance (Packing Area) 2 kg – 100 kg,PRE 01026,verification,yearly,specific_date,2026-09-18,2026-09-28,,,pending,,pending,qa@enicarpharma.com,,,,Annaexure 6; raw frequency 'Once in a year',QA/VMP 2026  (Annexure 1 to 7)-QA.xlsx
QA-VMP6-002-20260918,QA,VMP Annexure 6,Electronic Balance (Active Dispensing) 5 gm – 6 kg,STE 03056,verification,yearly,specific_date,2026-09-18,2026-09-28,,,pending,,pending,qa@enicarpharma.com,,,,Annaexure 6; raw frequency 'Once in a year',QA/VMP 2026  (Annexure 1 to 7)-QA.xlsx
QA-VMP6-003-20260918,QA,VMP Annexure 6,Electronic Balance (Active Dispensing) 250 gm – 60 kg,STE 03057,verification,yearly,specific_date,2026-09-18,2026-09-28,,,pending,,pending,qa@enicarpharma.com,,,,Annaexure 6; raw frequency 'Once in a year',QA/VMP 2026  (Annexure 1 to 7)-QA.xlsx
QA-VMP6-004-20260918,QA,VMP Annexure 6,Electronic Balance (Receiving Area) 1000 gm – 500 kg,STE 03058,verification,yearly,specific_date,2026-09-18,2026-09-28,,,pending,,pending,qa@enicarpharma.com,,,,Annaexure 6; raw frequency 'Once in a year',QA/VMP 2026  (Annexure 1 to 7)-QA.xlsx
QA-VMP6-005-20260918,QA,VMP Annexure 6,Electronic Balance (Inactive Dispensing) 5 gm – 6 kg,STE 03059,verification,yearly,specific_date,2026-09-18,2026-09-28,,,pending,,pending,qa@enicarpharma.com,,,,Annaexure 6; raw frequency 'Once in a year',QA/VMP 2026  (Annexure 1 to 7)-QA.xlsx
QA-VMP6-006-20260918,QA,VMP Annexure 6,Electronic Balance (Inactive Dispensing) 250 gm – 60 kg,STE 03064,verification,yearly,specific_date,2026-09-18,2026-09-28,,,pending,,pending,qa@enicarpharma.com,,,,Annaexure 6; raw frequency 'Once in a year',QA/VMP 2026  (Annexure 1 to 7)-QA.xlsx
QA-VMP6-007-20260918,QA,VMP Annexure 6,Electronic Balance (Solvent) 1000 gm – 500 kg,STE 03065,verification,yearly,specific_date,2026-09-18,2026-09-28,,,pending,,pending,qa@enicarpharma.com,,,,Annaexure 6; raw frequency 'Once in a year',QA/VMP 2026  (Annexure 1 to 7)-QA.xlsx
QA-VMP6-008-20260918,QA,VMP Annexure 6,Electronic Balance (Inactive Dispensing) 220 gm – 1 mg,STE 03053,verification,yearly,specific_date,2026-09-18,2026-09-28,,,pending,,pending,qa@enicarpharma.com,,,,Annaexure 6; raw frequency 'Once in a year',QA/VMP 2026  (Annexure 1 to 7)-QA.xlsx
QA-VMP6-009-20260918,QA,VMP Annexure 6,Electronic Balance (Packing material Store) 250 gm – 60 kg,STE 03066,verification,yearly,specific_date,2026-09-18,2026-09-28,,,pending,,pending,qa@enicarpharma.com,,,,Annaexure 6; raw frequency 'Once in a year',QA/VMP 2026  (Annexure 1 to 7)-QA.xlsx
QA-VMP6-010-20260918,QA,VMP Annexure 6,Electronic Balance (Active Dispensing) 1 mg – 220 gm,STE 03067,verification,yearly,specific_date,2026-09-18,2026-09-28,,,pending,,pending,qa@enicarpharma.com,,,,Annaexure 6; raw frequency 'Once in a year',QA/VMP 2026  (Annexure 1 to 7)-QA.xlsx
QA-VMP6-011-20260918,QA,VMP Annexure 6,Electronic Balance (Production) 10 kg,stE 03004,verification,yearly,specific_date,2026-09-18,2026-09-28,,,pending,,pending,qa@enicarpharma.com,,,,Annaexure 6; raw frequency 'Once in a year',QA/VMP 2026  (Annexure 1 to 7)-QA.xlsx
QA-VMP6-012-20260918,QA,VMP Annexure 6,Electronic Balance (Production) 150 kg,stE 03005,verification,yearly,specific_date,2026-09-18,2026-09-28,,,pending,,pending,qa@enicarpharma.com,,,,Annaexure 6; raw frequency 'Once in a year',QA/VMP 2026  (Annexure 1 to 7)-QA.xlsx
QA-VMP6-013-20260918,QA,VMP Annexure 6,Electronic Balance (Receiving area) 2.5 gm – 1.5 kg,STE 03075,verification,yearly,specific_date,2026-09-18,2026-09-28,,,pending,,pending,qa@enicarpharma.com,,,,Annaexure 6; raw frequency 'Once in a year',QA/VMP 2026  (Annexure 1 to 7)-QA.xlsx
QA-VMP6-014-20260514,QA,VMP Annexure 6,Electronic Balance (Sugar area) 200g - 100 kg,STE 3076,verification,yearly,specific_date,2026-05-14,2026-05-24,,,pending,,pending,qa@enicarpharma.com,,,,Annaexure 6; raw frequency 'Once in a year',QA/VMP 2026  (Annexure 1 to 7)-QA.xlsx
QA-VMP6-015-20260918,QA,VMP Annexure 6,Electronic Balance (PM Store) 80kg,STE 03021,verification,yearly,specific_date,2026-09-18,2026-09-28,,,pending,,pending,qa@enicarpharma.com,,,,Annaexure 6; raw frequency 'Once in a year',QA/VMP 2026  (Annexure 1 to 7)-QA.xlsx
QA-VMP6-016-20260428,QA,VMP Annexure 6,Electronic Balance (water system) 5g – 3 kg,UTL 04265,verification,yearly,specific_date,2026-04-28,2026-05-08,,,pending,,pending,qa@enicarpharma.com,,,,Annaexure 6; raw frequency 'Once in a year',QA/VMP 2026  (Annexure 1 to 7)-QA.xlsx
QA-VMP6-017-20260705,QA,VMP Annexure 6,Standard Weight Box (Store),STE 3010,verification,two-yearly,specific_date,2026-07-05,2026-07-15,,,pending,,pending,qa@enicarpharma.com,,,,Annaexure 6; raw frequency 'Once in two year',QA/VMP 2026  (Annexure 1 to 7)-QA.xlsx
QA-VMP6-018-20270216,QA,VMP Annexure 6,Standard Weight Box (Store),STE 3074,verification,two-yearly,specific_date,2027-02-16,2027-02-26,,,pending,,pending,qa@enicarpharma.com,,,,Annaexure 6; raw frequency 'Once in two year',QA/VMP 2026  (Annexure 1 to 7)-QA.xlsx
QA-VMP6-019-20280121,QA,VMP Annexure 6,Standard Weight Box (Store),STE 3074,calibration,two-yearly,specific_date,2028-01-21,2028-01-31,,,pending,,pending,qa@enicarpharma.com,,,,Annaexure 6; raw frequency 'Once in two year',QA/VMP 2026  (Annexure 1 to 7)-QA.xlsx
QA-VMP6-020-20270111,QA,VMP Annexure 6,Standard Weight Box (Production),PRE 01262,verification,two-yearly,specific_date,2027-01-11,2027-01-21,,,pending,,pending,qa@enicarpharma.com,,,,Annaexure 6; raw frequency 'Once in two year',QA/VMP 2026  (Annexure 1 to 7)-QA.xlsx
QA-VMP6-021-20270111,QA,VMP Annexure 6,Standard Weight Box (Filling),PRE 01263,verification,two-yearly,specific_date,2027-01-11,2027-01-21,,,pending,,pending,qa@enicarpharma.com,,,,Annaexure 6; raw frequency 'Once in two year',QA/VMP 2026  (Annexure 1 to 7)-QA.xlsx
QA-VMP6-022-20260918,QA,VMP Annexure 6,Electronic Balance (Production Area),pre 1025,verification,yearly,specific_date,2026-09-18,2026-09-28,,,pending,,pending,qa@enicarpharma.com,,,,Annaexure 6; raw frequency 'Once in a year',QA/VMP 2026  (Annexure 1 to 7)-QA.xlsx
QA-VMP6-023-20260918,QA,VMP Annexure 6,Electronic Balance (Ointment Area),pre 01258,verification,yearly,specific_date,2026-09-18,2026-09-28,,,pending,,pending,qa@enicarpharma.com,,,,Annaexure 6; raw frequency 'Once in a year',QA/VMP 2026  (Annexure 1 to 7)-QA.xlsx
QA-VMP6-024-20260918,QA,VMP Annexure 6,Electronic Balance (Ointment Area),pre 01259,verification,yearly,specific_date,2026-09-18,2026-09-28,,,pending,,pending,qa@enicarpharma.com,,,,Annaexure 6; raw frequency 'Once in a year',QA/VMP 2026  (Annexure 1 to 7)-QA.xlsx
QA-VMP6-025-20260918,QA,VMP Annexure 6,Electronic Balance (Sachet Area),PRE 01152,verification,yearly,specific_date,2026-09-18,2026-09-28,,,pending,,pending,qa@enicarpharma.com,,,,Annaexure 6; raw frequency 'Once in a year',QA/VMP 2026  (Annexure 1 to 7)-QA.xlsx
QA-VMP6-026-20260918,QA,VMP Annexure 6,Electronic Balance (Production Area),PRE 01269,verification,yearly,specific_date,2026-09-18,2026-09-28,,,pending,,pending,qa@enicarpharma.com,,,,Annaexure 6; raw frequency 'Once in a year',QA/VMP 2026  (Annexure 1 to 7)-QA.xlsx
QA-VMP6-027-20260918,QA,VMP Annexure 6,Electronic Balance (Production Area)1,PRE 01218,verification,yearly,specific_date,2026-09-18,2026-09-28,,,pending,,pending,qa@enicarpharma.com,,,,Annaexure 6; raw frequency 'Once in a year',QA/VMP 2026  (Annexure 1 to 7)-QA.xlsx
QA-VMP6-028-20261208,QA,VMP Annexure 6,Electronic Balance (BSR 1 Area),PRE 01270,verification,yearly,specific_date,2026-12-08,2026-12-18,,,pending,,pending,qa@enicarpharma.com,,,,Annaexure 6; raw frequency 'Once in a year',QA/VMP 2026  (Annexure 1 to 7)-QA.xlsx
QA-VMP6-029-20270104,QA,VMP Annexure 6,Electronic Balance (Production Area)2,PRE 01272,verification,yearly,specific_date,2027-01-04,2027-01-14,,,pending,,pending,qa@enicarpharma.com,,,,Annaexure 6; raw frequency 'Once in a year',QA/VMP 2026  (Annexure 1 to 7)-QA.xlsx
QA-VMP6-030-20260918,QA,VMP Annexure 6,Electronic Balance (packing printing),STE 03021,verification,yearly,specific_date,2026-09-18,2026-09-28,,,pending,,pending,qa@enicarpharma.com,,,,Annaexure 6; raw frequency 'Once in a year',QA/VMP 2026  (Annexure 1 to 7)-QA.xlsx
QA-VMP6-031-20260918,QA,VMP Annexure 6,Electronic Balance (Active Sampling),QCI / 0294,verification,yearly,specific_date,2026-09-18,2026-09-28,,,pending,,pending,qa@enicarpharma.com,,,,Annaexure 6; raw frequency 'Once in a year',QA/VMP 2026  (Annexure 1 to 7)-QA.xlsx
QA-VMP6-032-20260918,QA,VMP Annexure 6,Electronic Balance (Inactive Sampling),QCI / 0295,verification,yearly,specific_date,2026-09-18,2026-09-28,,,pending,,pending,qa@enicarpharma.com,,,,Annaexure 6; raw frequency 'Once in a year',QA/VMP 2026  (Annexure 1 to 7)-QA.xlsx
QA-VMP6-033-20260918,QA,VMP Annexure 6,Electronic Balance (10mg – 220gm),QCM/ 02020,verification,yearly,specific_date,2026-09-18,2026-09-28,,,pending,,pending,qa@enicarpharma.com,,,,Annaexure 6; raw frequency 'Once in a year',QA/VMP 2026  (Annexure 1 to 7)-QA.xlsx
QA-VMP6-034-20270204,QA,VMP Annexure 6,Standard weight box,6775,verification,two-yearly,specific_date,2027-02-04,2027-02-14,,,pending,,pending,qa@enicarpharma.com,,,,Annaexure 6; raw frequency 'Once in two year',QA/VMP 2026  (Annexure 1 to 7)-QA.xlsx
QA-VMP6-035-20260217,QA,VMP Annexure 6,Standard weight box,6775,calibration,yearly,specific_date,2026-02-17,2026-02-27,,,pending,,pending,qa@enicarpharma.com,,,,Annaexure 6; raw frequency 'Once in a year',QA/VMP 2026  (Annexure 1 to 7)-QA.xlsx
QA-VMP6-036-20260918,QA,VMP Annexure 6,Electronic Balance (Active Sampling),QCI / 0294,verification,yearly,specific_date,2026-09-18,2026-09-28,,,pending,,pending,qa@enicarpharma.com,,,,Annaexure 6; raw frequency 'Once in a year',QA/VMP 2026  (Annexure 1 to 7)-QA.xlsx
QA-VMP6-037-20260918,QA,VMP Annexure 6,Electronic Balance (Inactive Sampling),QCI / 0295,verification,yearly,specific_date,2026-09-18,2026-09-28,,,pending,,pending,qa@enicarpharma.com,,,,Annaexure 6; raw frequency 'Once in a year',QA/VMP 2026  (Annexure 1 to 7)-QA.xlsx
QA-VMP6-038-20260918,QA,VMP Annexure 6,Electronic Balance (0.2gm – 220gm),QCI / 02113,verification,yearly,specific_date,2026-09-18,2026-09-28,,,pending,,pending,qa@enicarpharma.com,,,,Annaexure 6; raw frequency 'Once in a year',QA/VMP 2026  (Annexure 1 to 7)-QA.xlsx
QA-VMP6-039-20260918,QA,VMP Annexure 6,Electronic Balance (10mg – 220gm),QCI / 2118,verification,yearly,specific_date,2026-09-18,2026-09-28,,,pending,,pending,qa@enicarpharma.com,,,,Annaexure 6; raw frequency 'Once in a year',QA/VMP 2026  (Annexure 1 to 7)-QA.xlsx
QA-VMP7-001-20261119,QA,VMP Annexure 7,AHU 01 (Bottle Loading),UTL 04138,validation,yearly,specific_date,2026-11-19,2026-11-29,,,pending,,pending,qa@enicarpharma.com,,,,Annaexure 7; raw frequency 'Once in a year',QA/VMP 2026  (Annexure 1 to 7)-QA.xlsx
QA-VMP7-002-20261119,QA,VMP Annexure 7,AHU 02 (Bottle Washing),UTL 04139,validation,yearly,specific_date,2026-11-19,2026-11-29,,,pending,,pending,qa@enicarpharma.com,,,,Annaexure 7; raw frequency 'Once in a year',QA/VMP 2026  (Annexure 1 to 7)-QA.xlsx
QA-VMP7-003-20261119,QA,VMP Annexure 7,AHU 03 (Filling Area),UTL 4140,validation,yearly,specific_date,2026-11-19,2026-11-29,,,pending,,pending,qa@enicarpharma.com,,,,Annaexure 7; raw frequency 'Once in a year',QA/VMP 2026  (Annexure 1 to 7)-QA.xlsx
QA-VMP7-004-20261119,QA,VMP Annexure 7,AHU 04 (Gents & Ladies Change Room),UTL 4141,validation,yearly,specific_date,2026-11-19,2026-11-29,,,pending,,pending,qa@enicarpharma.com,,,,Annaexure 7; raw frequency 'Once in a year',QA/VMP 2026  (Annexure 1 to 7)-QA.xlsx
QA-VMP7-005-20261119,QA,VMP Annexure 7,AHU 05 (Lobby Outside Filling & IPQA),UTL 4142,validation,yearly,specific_date,2026-11-19,2026-11-29,,,pending,,pending,qa@enicarpharma.com,,,,Annaexure 7; raw frequency 'Once in a year',QA/VMP 2026  (Annexure 1 to 7)-QA.xlsx
QA-VMP7-006-20261119,QA,VMP Annexure 7,AHU 10 (Mfg & Filtration 10KL),UTL 4147,validation,yearly,specific_date,2026-11-19,2026-11-29,,,pending,,pending,qa@enicarpharma.com,,,,Annaexure 7; raw frequency 'Once in a year',QA/VMP 2026  (Annexure 1 to 7)-QA.xlsx
QA-VMP7-007-20261119,QA,VMP Annexure 7,AHU 11 (Mfg & Filtration 5KL),UTL 4148,validation,yearly,specific_date,2026-11-19,2026-11-29,,,pending,,pending,qa@enicarpharma.com,,,,Annaexure 7; raw frequency 'Once in a year',QA/VMP 2026  (Annexure 1 to 7)-QA.xlsx
QA-VMP7-008-20261119,QA,VMP Annexure 7,AHU 12 (Storage-I & Transfer-I),UTL 4149,validation,yearly,specific_date,2026-11-19,2026-11-29,,,pending,,pending,qa@enicarpharma.com,,,,Annaexure 7; raw frequency 'Once in a year',QA/VMP 2026  (Annexure 1 to 7)-QA.xlsx
QA-VMP7-009-20261119,QA,VMP Annexure 7,AHU 13 (Storage-II & Transfer-II),UTL 4150,validation,yearly,specific_date,2026-11-19,2026-11-29,,,pending,,pending,qa@enicarpharma.com,,,,Annaexure 7; raw frequency 'Once in a year',QA/VMP 2026  (Annexure 1 to 7)-QA.xlsx
QA-VMP7-010-20261119,QA,VMP Annexure 7,AHU 14 (Sugar MFG & Filtration),UTL 4151,validation,yearly,specific_date,2026-11-19,2026-11-29,,,pending,,pending,qa@enicarpharma.com,,,,Annaexure 7; raw frequency 'Once in a year',QA/VMP 2026  (Annexure 1 to 7)-QA.xlsx
QA-VMP7-011-20261120,QA,VMP Annexure 7,AHU 16 (Passage & washing Accessories first floor),UTL 4153,validation,yearly,specific_date,2026-11-20,2026-11-30,,,pending,,pending,qa@enicarpharma.com,,,,Annaexure 7; raw frequency 'Once in a year',QA/VMP 2026  (Annexure 1 to 7)-QA.xlsx
QA-VMP7-012-20261120,QA,VMP Annexure 7,AHU 17 (Passage & washing Accessories second floor),UTL 4154,validation,yearly,specific_date,2026-11-20,2026-11-30,,,pending,,pending,qa@enicarpharma.com,,,,Annaexure 7; raw frequency 'Once in a year',QA/VMP 2026  (Annexure 1 to 7)-QA.xlsx
QA-VMP7-013-20261120,QA,VMP Annexure 7,AHU 20 (Sampling Inactive),UTL 4157,validation,yearly,specific_date,2026-11-20,2026-11-30,,,pending,,pending,qa@enicarpharma.com,,,,Annaexure 7; raw frequency 'Once in a year',QA/VMP 2026  (Annexure 1 to 7)-QA.xlsx
QA-VMP7-014-20261120,QA,VMP Annexure 7,AHU 21 (Sampling Active),UTL 4158,validation,yearly,specific_date,2026-11-20,2026-11-30,,,pending,,pending,qa@enicarpharma.com,,,,Annaexure 7; raw frequency 'Once in a year',QA/VMP 2026  (Annexure 1 to 7)-QA.xlsx
QA-VMP7-015-20261120,QA,VMP Annexure 7,AHU 22 (Dispensing Active),UTL 4159,validation,yearly,specific_date,2026-11-20,2026-11-30,,,pending,,pending,qa@enicarpharma.com,,,,Annaexure 7; raw frequency 'Once in a year',QA/VMP 2026  (Annexure 1 to 7)-QA.xlsx
QA-VMP7-016-20261120,QA,VMP Annexure 7,AHU 23 (Dispensing Inactive),UTL 4160,validation,yearly,specific_date,2026-11-20,2026-11-30,,,pending,,pending,qa@enicarpharma.com,,,,Annaexure 7; raw frequency 'Once in a year',QA/VMP 2026  (Annexure 1 to 7)-QA.xlsx
QA-VMP7-017-20261120,QA,VMP Annexure 7,AHU 24 (Sugar Preparation),UTL 4161,validation,yearly,specific_date,2026-11-20,2026-11-30,,,pending,,pending,qa@enicarpharma.com,,,,Annaexure 7; raw frequency 'Once in a year',QA/VMP 2026  (Annexure 1 to 7)-QA.xlsx
QA-VMP7-018-20261120,QA,VMP Annexure 7,AHU 25 (10 KL Premix Area),UTL 4162,validation,yearly,specific_date,2026-11-20,2026-11-30,,,pending,,pending,qa@enicarpharma.com,,,,Annaexure 7; raw frequency 'Once in a year',QA/VMP 2026  (Annexure 1 to 7)-QA.xlsx
QA-VMP7-019-20261120,QA,VMP Annexure 7,AHU 26 (5 KL Premix Area),UTL 4163,validation,yearly,specific_date,2026-11-20,2026-11-30,,,pending,,pending,qa@enicarpharma.com,,,,Annaexure 7; raw frequency 'Once in a year',QA/VMP 2026  (Annexure 1 to 7)-QA.xlsx
QA-VMP7-020-20261120,QA,VMP Annexure 7,AHU 27 (Premix Passage),UTL 4164,validation,yearly,specific_date,2026-11-20,2026-11-30,,,pending,,pending,qa@enicarpharma.com,,,,Annaexure 7; raw frequency 'Once in a year',QA/VMP 2026  (Annexure 1 to 7)-QA.xlsx
QA-VMP7-021-20261118,QA,VMP Annexure 7,AHU-01 (Bottle Decartoning Linear line),UTL 4227,validation,yearly,specific_date,2026-11-18,2026-11-28,,,pending,,pending,qa@enicarpharma.com,,,,Annaexure 7; raw frequency 'Once in a year',QA/VMP 2026  (Annexure 1 to 7)-QA.xlsx
QA-VMP7-022-20261118,QA,VMP Annexure 7,AHU-02 (Bottle Decartoning Monoblock line),UTL 4227,validation,yearly,specific_date,2026-11-18,2026-11-28,,,pending,,pending,qa@enicarpharma.com,,,,Annaexure 7; raw frequency 'Once in a year',QA/VMP 2026  (Annexure 1 to 7)-QA.xlsx
QA-VMP7-023-20261118,QA,VMP Annexure 7,"AHU-03 (Washing & Filling Airlock 2,3,4)",UTL 4229,validation,yearly,specific_date,2026-11-18,2026-11-28,,,pending,,pending,qa@enicarpharma.com,,,,Annaexure 7; raw frequency 'Once in a year',QA/VMP 2026  (Annexure 1 to 7)-QA.xlsx
QA-VMP7-024-20261118,QA,VMP Annexure 7,AHU-04 (Washing & Filling Airlock 1),UTL 4230,validation,yearly,specific_date,2026-11-18,2026-11-28,,,pending,,pending,qa@enicarpharma.com,,,,Annaexure 7; raw frequency 'Once in a year',QA/VMP 2026  (Annexure 1 to 7)-QA.xlsx
QA-VMP7-025-20261118,QA,VMP Annexure 7,AHU-05 (1.5 KL Storage),UTL 4231,validation,yearly,specific_date,2026-11-18,2026-11-28,,,pending,,pending,qa@enicarpharma.com,,,,Annaexure 7; raw frequency 'Once in a year',QA/VMP 2026  (Annexure 1 to 7)-QA.xlsx
QA-VMP7-026-20261118,QA,VMP Annexure 7,AHU-06 (3.0 KL Storage),UTL 4232,validation,yearly,specific_date,2026-11-18,2026-11-28,,,pending,,pending,qa@enicarpharma.com,,,,Annaexure 7; raw frequency 'Once in a year',QA/VMP 2026  (Annexure 1 to 7)-QA.xlsx
QA-VMP7-027-20261118,QA,VMP Annexure 7,AHU-07 (Ointment Area),UTL 4233,validation,yearly,specific_date,2026-11-18,2026-11-28,,,pending,,pending,qa@enicarpharma.com,,,,Annaexure 7; raw frequency 'Once in a year',QA/VMP 2026  (Annexure 1 to 7)-QA.xlsx
QA-VMP7-028-20261118,QA,VMP Annexure 7,AHU-11A (MFG Ointment Area),UTL 4237,validation,yearly,specific_date,2026-11-18,2026-11-28,,,pending,,pending,qa@enicarpharma.com,,,,Annaexure 7; raw frequency 'Once in a year',QA/VMP 2026  (Annexure 1 to 7)-QA.xlsx
QA-VMP7-029-20261118,QA,VMP Annexure 7,AHU-12A (1.5KL MFG Area),UTL 4238,validation,yearly,specific_date,2026-11-18,2026-11-28,,,pending,,pending,qa@enicarpharma.com,,,,Annaexure 7; raw frequency 'Once in a year',QA/VMP 2026  (Annexure 1 to 7)-QA.xlsx
QA-VMP7-030-20261118,QA,VMP Annexure 7,AHU-13 (3.0KL MFG Area),UTL 4239,validation,yearly,specific_date,2026-11-18,2026-11-28,,,pending,,pending,qa@enicarpharma.com,,,,Annaexure 7; raw frequency 'Once in a year',QA/VMP 2026  (Annexure 1 to 7)-QA.xlsx
QA-VMP7-031-20261118,QA,VMP Annexure 7,AHU-14 (Sachet Area),UTL 4240,validation,yearly,specific_date,2026-11-18,2026-11-28,,,pending,,pending,qa@enicarpharma.com,,,,Annaexure 7; raw frequency 'Once in a year',QA/VMP 2026  (Annexure 1 to 7)-QA.xlsx
QA-VMP7-032-20261118,QA,VMP Annexure 7,AHU-15 (Sugar Syrup Preparation),UTL 4241,validation,yearly,specific_date,2026-11-18,2026-11-28,,,pending,,pending,qa@enicarpharma.com,,,,Annaexure 7; raw frequency 'Once in a year',QA/VMP 2026  (Annexure 1 to 7)-QA.xlsx
QA-VMP7-033-20261204,QA,VMP Annexure 7,AHU-11 (Media Preparation Area),UTL 4124,validation,yearly,specific_date,2026-12-04,2026-12-14,,,pending,,pending,qa@enicarpharma.com,,,,Annaexure 7; raw frequency 'Once in a year',QA/VMP 2026  (Annexure 1 to 7)-QA.xlsx
QA-VMP7-034-20261204,QA,VMP Annexure 7,AHU-11 (Testing Area),UTL 4125,validation,yearly,specific_date,2026-12-04,2026-12-14,,,pending,,pending,qa@enicarpharma.com,,,,Annaexure 7; raw frequency 'Once in a year',QA/VMP 2026  (Annexure 1 to 7)-QA.xlsx
QA-VMP7-035-20260603,QA,VMP Annexure 7,"All measuring instruments 1 (Magnehelic Gauges,Pressure Gauges, Temperature indicators etc.)",,calibration,yearly,specific_date,2026-06-03,2026-06-13,,,pending,,pending,qa@enicarpharma.com,,,,Annaexure 7; raw frequency 'Once in a year',QA/VMP 2026  (Annexure 1 to 7)-QA.xlsx
QA-VMP7-036-20261121,QA,VMP Annexure 7,"All measuring instruments 2 (Magnehelic Gauges,Pressure Gauges, Temperature indicators etc.)",,calibration,yearly,specific_date,2026-11-21,2026-12-01,,,pending,,pending,qa@enicarpharma.com,,,,Annaexure 7; raw frequency 'Once in a year',QA/VMP 2026  (Annexure 1 to 7)-QA.xlsx
QA-VMP7-037-20260829,QA,VMP Annexure 7,Digital Lux meter,UTL/ 4275,calibration,yearly,specific_date,2026-08-29,2026-09-08,,,pending,,pending,qa@enicarpharma.com,,,,Annaexure 7; raw frequency 'Once in a year',QA/VMP 2026  (Annexure 1 to 7)-QA.xlsx
QA-VMP7-038-20260523,QA,VMP Annexure 7,TOC Analyzer,22103839,calibration,yearly,specific_date,2026-05-23,2026-06-02,,,pending,,pending,qa@enicarpharma.com,,,,Annaexure 7; raw frequency 'Once in a year',QA/VMP 2026  (Annexure 1 to 7)-QA.xlsx
QA-VMP7-039-20261121,QA,VMP Annexure 7,Conductivity Meter,,calibration,yearly,specific_date,2026-11-21,2026-12-01,,,pending,,pending,qa@enicarpharma.com,,,,Annaexure 7; raw frequency 'Once in a year',QA/VMP 2026  (Annexure 1 to 7)-QA.xlsx
