task_id,department,planner_type,task_name,equipment_or_item_id,activity_type,frequency,due_type,due_date,report_due_date,last_done_date,action_done_date,action_status,report_done_date,report_status,responsible_email,report_link,rescheduled_from,reschedule_reason,remarks,source_file
SOP-UTL-033-20260908,Engineering,SOP Review,Review SOP-UTL-033 - Water Softener Plant,SOP-UTL-033,sop_review,two-yearly,specific_date,2026-09-08,2026-09-18,2024-09-09,,pending,,pending,engineering@enicarpharma.com,,,,SOP INDEX sheet ENGINEERING; issued 2024-09-09,QA_SOP/SOP INDEX.xlsx
SOP-PR-025-20270526,Production,SOP Review,Review SOP-PR-025 - Electronic Balance,SOP-PR-025,sop_review,two-yearly,specific_date,2027-05-26,2027-06-05,2025-05-27,,pending,,pending,production@enicarpharma.com,,,,SOP INDEX sheet PRODUCTION; issued 2025-05-27,QA_SOP/SOP INDEX.xlsx
SCP/1-PR-012-20270624,Production,SOP Review,Review SCP/1-PR-012 - 20 Head Bottle filling & 12 Head sealing machine,SCP/1-PR-012,sop_review,two-yearly,specific_date,2027-06-24,2027-07-04,2025-06-25,,pending,,pending,production@enicarpharma.com,,,,SOP INDEX sheet PRODUCTION; issued 2025-06-25,QA_SOP/SOP INDEX.xlsx
SCP-PR-005-20270625,Production,SOP Review,Review SCP-PR-005 - 1500 Lts Storage Tank,SCP-PR-005,sop_review,two-yearly,specific_date,2027-06-25,2027-07-05,2025-06-26,,pending,,pending,production@enicarpharma.com,,,,SOP INDEX sheet PRODUCTION; issued 2025-06-26,QA_SOP/SOP INDEX.xlsx
SCP/1-PR-001-20270625,Production,SOP Review,Review SCP/1-PR-001 - Manufacturing and Storage tanks,SCP/1-PR-001,sop_review,two-yearly,specific_date,2027-06-25,2027-07-05,2025-06-26,,pending,,pending,production@enicarpharma.com,,,,SOP INDEX sheet PRODUCTION; issued 2025-06-26,QA_SOP/SOP INDEX.xlsx
SOP/1-PR-052-20270804,Production,SOP Review,Review SOP/1-PR-052 - Drum Lifter,SOP/1-PR-052,sop_review,two-yearly,specific_date,2027-08-04,2027-08-14,2025-08-05,,pending,,pending,production@enicarpharma.com,,,,SOP INDEX sheet PRODUCTION; issued 2025-08-05,QA_SOP/SOP INDEX.xlsx
SCP/1-PR-008-20270815,Production,SOP Review,Review SCP/1-PR-008 - Automatic Rotary Bottle washing machine,SCP/1-PR-008,sop_review,two-yearly,specific_date,2027-08-15,2027-08-25,2025-08-16,,pending,,pending,production@enicarpharma.com,,,,SOP INDEX sheet PRODUCTION; issued 2025-08-16,QA_SOP/SOP INDEX.xlsx
CAL-PR-012-20270823,Production,SOP Review,Review CAL-PR-012 - Digital pH Meter,CAL-PR-012,sop_review,two-yearly,specific_date,2027-08-23,2027-09-02,2025-08-24,,pending,,pending,production@enicarpharma.com,,,,SOP INDEX sheet PRODUCTION; issued 2025-08-24,QA_SOP/SOP INDEX.xlsx
SOP-PR-068-20270908,Production,SOP Review,Review SOP-PR-068 - Sticker Labelling machine Camera System (Vision System),SOP-PR-068,sop_review,two-yearly,specific_date,2027-09-08,2027-09-18,2025-09-09,,pending,,pending,production@enicarpharma.com,,,,SOP INDEX sheet PRODUCTION; issued 2025-09-09,QA_SOP/SOP INDEX.xlsx
SOP-PR-026-20271014,Production,SOP Review,Review SOP-PR-026 - Entry & Exit to all Plant Area,SOP-PR-026,sop_review,two-yearly,specific_date,2027-10-14,2027-10-24,2025-10-15,,pending,,pending,production@enicarpharma.com,,,,SOP INDEX sheet PRODUCTION; issued 2025-10-15,QA_SOP/SOP INDEX.xlsx
SOP-PR-106-20271110,Production,SOP Review,Review SOP-PR-106 - Automatic Bottle Body Sleeving Machine,SOP-PR-106,sop_review,two-yearly,specific_date,2027-11-10,2027-11-20,2025-11-11,,pending,,pending,production@enicarpharma.com,,,,SOP INDEX sheet PRODUCTION; issued 2025-11-11,QA_SOP/SOP INDEX.xlsx
SCP-PR-061-20271130,Production,SOP Review,Review SCP-PR-061 - 600 Litre Manufacturing Tank,SCP-PR-061,sop_review,two-yearly,specific_date,2027-11-30,2027-12-10,2025-12-01,,pending,,pending,production@enicarpharma.com,,,,SOP INDEX sheet PRODUCTION; issued 2025-12-01,QA_SOP/SOP INDEX.xlsx
SCP-PR-062-20271130,Production,SOP Review,Review SCP-PR-062 - 600 Litre Storage Tank,SCP-PR-062,sop_review,two-yearly,specific_date,2027-11-30,2027-12-10,2025-12-01,,pending,,pending,production@enicarpharma.com,,,,SOP INDEX sheet PRODUCTION; issued 2025-12-01,QA_SOP/SOP INDEX.xlsx
SCP-PR-063-20271130,Production,SOP Review,Review SCP-PR-063 - 200 Litre premix Tank,SCP-PR-063,sop_review,two-yearly,specific_date,2027-11-30,2027-12-10,2025-12-01,,pending,,pending,production@enicarpharma.com,,,,SOP INDEX sheet PRODUCTION; issued 2025-12-01,QA_SOP/SOP INDEX.xlsx
SOP-PR-070-20271130,Production,SOP Review,Review SOP-PR-070 - 600 Litre Manufacturing Tank,SOP-PR-070,sop_review,two-yearly,specific_date,2027-11-30,2027-12-10,2025-12-01,,pending,,pending,production@enicarpharma.com,,,,SOP INDEX sheet PRODUCTION; issued 2025-12-01,QA_SOP/SOP INDEX.xlsx
SOP-PR-071-20271130,Production,SOP Review,Review SOP-PR-071 - 600 Litre Liquid Storage Tank,SOP-PR-071,sop_review,two-yearly,specific_date,2027-11-30,2027-12-10,2025-12-01,,pending,,pending,production@enicarpharma.com,,,,SOP INDEX sheet PRODUCTION; issued 2025-12-01,QA_SOP/SOP INDEX.xlsx
SOP-PR-072-20271130,Production,SOP Review,Review SOP-PR-072 - 200 Litre Premix Vessel,SOP-PR-072,sop_review,two-yearly,specific_date,2027-11-30,2027-12-10,2025-12-01,,pending,,pending,production@enicarpharma.com,,,,SOP INDEX sheet PRODUCTION; issued 2025-12-01,QA_SOP/SOP INDEX.xlsx
SOP-PR-073-20271208,Production,SOP Review,Review SOP-PR-073 - LDPE Shrink Machine,SOP-PR-073,sop_review,two-yearly,specific_date,2027-12-08,2027-12-18,2025-12-09,,pending,,pending,production@enicarpharma.com,,,,SOP INDEX sheet PRODUCTION; issued 2025-12-09,QA_SOP/SOP INDEX.xlsx
SOP-PR-074-20271217,Production,SOP Review,Review SOP-PR-074 - Vertical Form Fill Seal Machine,SOP-PR-074,sop_review,two-yearly,specific_date,2027-12-17,2027-12-27,2025-12-18,,pending,,pending,production@enicarpharma.com,,,,SOP INDEX sheet PRODUCTION; issued 2025-12-18,QA_SOP/SOP INDEX.xlsx
SOP-PR-093-20280118,Production,SOP Review,Review SOP-PR-093 - Torque test apparatus,SOP-PR-093,sop_review,two-yearly,specific_date,2028-01-18,2028-01-28,2026-01-19,,pending,,pending,production@enicarpharma.com,,,,SOP INDEX sheet PRODUCTION; issued 2026-01-19,QA_SOP/SOP INDEX.xlsx
CAL-PR-001-20280126,Production,SOP Review,Review CAL-PR-001 - Digital Electronic Balance,CAL-PR-001,sop_review,two-yearly,specific_date,2028-01-26,2028-02-05,2026-01-27,,pending,,pending,production@enicarpharma.com,,,,SOP INDEX sheet PRODUCTION; issued 2026-01-27,QA_SOP/SOP INDEX.xlsx
SOP/1-PR-051-20280130,Production,SOP Review,Review SOP/1-PR-051 - Labelling Machine,SOP/1-PR-051,sop_review,two-yearly,specific_date,2028-01-30,2028-02-09,2026-01-31,,pending,,pending,production@enicarpharma.com,,,,SOP INDEX sheet PRODUCTION; issued 2026-01-31,QA_SOP/SOP INDEX.xlsx
CAL/1-PR-013-20280201,Production,SOP Review,Review CAL/1-PR-013 - Weighing Balance,CAL/1-PR-013,sop_review,two-yearly,specific_date,2028-02-01,2028-02-11,2026-02-02,,pending,,pending,production@enicarpharma.com,,,,SOP INDEX sheet PRODUCTION; issued 2026-02-02,QA_SOP/SOP INDEX.xlsx
SOP-PR-107-20280204,Production,SOP Review,"Review SOP-PR-107 - SOP of Operation, Cleaning,Integrity Testing, and Replacement of Vent Filters",SOP-PR-107,sop_review,two-yearly,specific_date,2028-02-04,2028-02-14,2026-02-05,,pending,,pending,production@enicarpharma.com,,,,SOP INDEX sheet PRODUCTION; issued 2026-02-05,QA_SOP/SOP INDEX.xlsx
SOP/1-PR-012-20280204,Production,SOP Review,Review SOP/1-PR-012 - 20 Head Bottle filling & 12 head bottle sealing machine,SOP/1-PR-012,sop_review,two-yearly,specific_date,2028-02-04,2028-02-14,2026-02-05,,pending,,pending,production@enicarpharma.com,,,,SOP INDEX sheet PRODUCTION; issued 2026-02-05,QA_SOP/SOP INDEX.xlsx
SOP-PR-108-20280205,Production,SOP Review,Review SOP-PR-108 - SOP for Sodium Vapour Lamp Usage in Pharmaceutical Area,SOP-PR-108,sop_review,two-yearly,specific_date,2028-02-05,2028-02-15,2026-02-06,,pending,,pending,production@enicarpharma.com,,,,SOP INDEX sheet PRODUCTION; issued 2026-02-06,QA_SOP/SOP INDEX.xlsx
SCP/1-PR-037-20280222,Production,SOP Review,Review SCP/1-PR-037 - Premixing vessel-2 of 5 KL manufacturing tank,SCP/1-PR-037,sop_review,two-yearly,specific_date,2028-02-22,2028-03-03,2026-02-23,,pending,,pending,production@enicarpharma.com,,,,SOP INDEX sheet PRODUCTION; issued 2026-02-23,QA_SOP/SOP INDEX.xlsx
SOP-PR-109-20280226,Production,SOP Review,Review SOP-PR-109 - SOP for Production Planning,SOP-PR-109,sop_review,two-yearly,specific_date,2028-02-26,2028-03-07,2026-02-27,,pending,,pending,production@enicarpharma.com,,,,SOP INDEX sheet PRODUCTION; issued 2026-02-27,QA_SOP/SOP INDEX.xlsx
SOP-PR-027-20280309,Production,SOP Review,Review SOP-PR-027 - Sparkler Filter Press,SOP-PR-027,sop_review,two-yearly,specific_date,2028-03-09,2028-03-19,2026-03-10,,pending,,pending,production@enicarpharma.com,,,,SOP INDEX sheet PRODUCTION; issued 2026-03-10,QA_SOP/SOP INDEX.xlsx
SOP-PR-020-20280310,Production,SOP Review,Review SOP-PR-020 - Sifter,SOP-PR-020,sop_review,two-yearly,specific_date,2028-03-10,2028-03-20,2026-03-11,,pending,,pending,production@enicarpharma.com,,,,SOP INDEX sheet PRODUCTION; issued 2026-03-11,QA_SOP/SOP INDEX.xlsx
SOP-PR-001-20280311,Production,SOP Review,Review SOP-PR-001 - Sucrose Syrup Manufacturing Tank,SOP-PR-001,sop_review,two-yearly,specific_date,2028-03-11,2028-03-21,2026-03-12,,pending,,pending,production@enicarpharma.com,,,,SOP INDEX sheet PRODUCTION; issued 2026-03-12,QA_SOP/SOP INDEX.xlsx
SOP-PR-002-20280311,Production,SOP Review,Review SOP-PR-002 - 3000 Ltr Manufacturing Tank,SOP-PR-002,sop_review,two-yearly,specific_date,2028-03-11,2028-03-21,2026-03-12,,pending,,pending,production@enicarpharma.com,,,,SOP INDEX sheet PRODUCTION; issued 2026-03-12,QA_SOP/SOP INDEX.xlsx
SOP-PR-003-20280311,Production,SOP Review,Review SOP-PR-003 - 1500 Ltr Manufacturing Tank,SOP-PR-003,sop_review,two-yearly,specific_date,2028-03-11,2028-03-21,2026-03-12,,pending,,pending,production@enicarpharma.com,,,,SOP INDEX sheet PRODUCTION; issued 2026-03-12,QA_SOP/SOP INDEX.xlsx
SOP-PR-004-20280312,Production,SOP Review,Review SOP-PR-004 - 3000 Ltr Liquid Storage Tank,SOP-PR-004,sop_review,two-yearly,specific_date,2028-03-12,2028-03-22,2026-03-13,,pending,,pending,production@enicarpharma.com,,,,SOP INDEX sheet PRODUCTION; issued 2026-03-13,QA_SOP/SOP INDEX.xlsx
SOP-PR-005-20280312,Production,SOP Review,Review SOP-PR-005 - 1500 Ltr Liquid Storage Tank,SOP-PR-005,sop_review,two-yearly,specific_date,2028-03-12,2028-03-22,2026-03-13,,pending,,pending,production@enicarpharma.com,,,,SOP INDEX sheet PRODUCTION; issued 2026-03-13,QA_SOP/SOP INDEX.xlsx
SOP-PR-006-20280313,Production,SOP Review,Review SOP-PR-006 - Inline Homogenizer,SOP-PR-006,sop_review,two-yearly,specific_date,2028-03-13,2028-03-23,2026-03-14,,pending,,pending,production@enicarpharma.com,,,,SOP INDEX sheet PRODUCTION; issued 2026-03-14,QA_SOP/SOP INDEX.xlsx
SOP-PR-008-20280315,Production,SOP Review,Review SOP-PR-008 - Rotary Bottle Washing Machine - I,SOP-PR-008,sop_review,two-yearly,specific_date,2028-03-15,2028-03-25,2026-03-16,,pending,,pending,production@enicarpharma.com,,,,SOP INDEX sheet PRODUCTION; issued 2026-03-16,QA_SOP/SOP INDEX.xlsx
SOP-PR-011-20280315,Production,SOP Review,Review SOP-PR-011 - Rotary Bottle Washing Machine,SOP-PR-011,sop_review,two-yearly,specific_date,2028-03-15,2028-03-25,2026-03-16,,pending,,pending,production@enicarpharma.com,,,,SOP INDEX sheet PRODUCTION; issued 2026-03-16,QA_SOP/SOP INDEX.xlsx
SOP-PR-013-20280316,Production,SOP Review,Review SOP-PR-013 - Bottle Labelling Machine – I,SOP-PR-013,sop_review,two-yearly,specific_date,2028-03-16,2028-03-26,2026-03-17,,pending,,pending,production@enicarpharma.com,,,,SOP INDEX sheet PRODUCTION; issued 2026-03-17,QA_SOP/SOP INDEX.xlsx
SOP-PR-014-20280316,Production,SOP Review,Review SOP-PR-014 - Bottle Labelling Machine – II,SOP-PR-014,sop_review,two-yearly,specific_date,2028-03-16,2028-03-26,2026-03-17,,pending,,pending,production@enicarpharma.com,,,,SOP INDEX sheet PRODUCTION; issued 2026-03-17,QA_SOP/SOP INDEX.xlsx
SOP-PR-016-20280316,Production,SOP Review,Review SOP-PR-016 - Conveyor Belt – I,SOP-PR-016,sop_review,two-yearly,specific_date,2028-03-16,2028-03-26,2026-03-17,,pending,,pending,production@enicarpharma.com,,,,SOP INDEX sheet PRODUCTION; issued 2026-03-17,QA_SOP/SOP INDEX.xlsx
SOP-PR-018-20280316,Production,SOP Review,Review SOP-PR-018 - Visual Inspection of Washed Empty Bottle,SOP-PR-018,sop_review,two-yearly,specific_date,2028-03-16,2028-03-26,2026-03-17,,pending,,pending,production@enicarpharma.com,,,,SOP INDEX sheet PRODUCTION; issued 2026-03-17,QA_SOP/SOP INDEX.xlsx
SOP-PR-009-20280317,Production,SOP Review,Review SOP-PR-009 - Mono Block Filling & Sealing Machine,SOP-PR-009,sop_review,two-yearly,specific_date,2028-03-17,2028-03-27,2026-03-18,,pending,,pending,production@enicarpharma.com,,,,SOP INDEX sheet PRODUCTION; issued 2026-03-18,QA_SOP/SOP INDEX.xlsx
SOP-PR-010-20280317,Production,SOP Review,Review SOP-PR-010 - 6-Head ROPP Cap Sealing Machine,SOP-PR-010,sop_review,two-yearly,specific_date,2028-03-17,2028-03-27,2026-03-18,,pending,,pending,production@enicarpharma.com,,,,SOP INDEX sheet PRODUCTION; issued 2026-03-18,QA_SOP/SOP INDEX.xlsx
SOP-PR-021-20280317,Production,SOP Review,Review SOP-PR-021 - Sucrose Syrup Transfer Pump,SOP-PR-021,sop_review,two-yearly,specific_date,2028-03-17,2028-03-27,2026-03-18,,pending,,pending,production@enicarpharma.com,,,,SOP INDEX sheet PRODUCTION; issued 2026-03-18,QA_SOP/SOP INDEX.xlsx
SOP-PR-022-20280317,Production,SOP Review,Review SOP-PR-022 - Colloidal Machine,SOP-PR-022,sop_review,two-yearly,specific_date,2028-03-17,2028-03-27,2026-03-18,,pending,,pending,production@enicarpharma.com,,,,SOP INDEX sheet PRODUCTION; issued 2026-03-18,QA_SOP/SOP INDEX.xlsx
SOP-PR-028-20280317,Production,SOP Review,Review SOP-PR-028 - 650 Ltr Manufacturing Tank,SOP-PR-028,sop_review,two-yearly,specific_date,2028-03-17,2028-03-27,2026-03-18,,pending,,pending,production@enicarpharma.com,,,,SOP INDEX sheet PRODUCTION; issued 2026-03-18,QA_SOP/SOP INDEX.xlsx
SOP-PR-032-20280317,Production,SOP Review,Review SOP-PR-032 - Safety Guidelines for Production Department,SOP-PR-032,sop_review,two-yearly,specific_date,2028-03-17,2028-03-27,2026-03-18,,pending,,pending,production@enicarpharma.com,,,,SOP INDEX sheet PRODUCTION; issued 2026-03-18,QA_SOP/SOP INDEX.xlsx
SOP-PR-034-20280317,Production,SOP Review,Review SOP-PR-034 - Sucrose Syrup Bucket Filter,SOP-PR-034,sop_review,two-yearly,specific_date,2028-03-17,2028-03-27,2026-03-18,,pending,,pending,production@enicarpharma.com,,,,SOP INDEX sheet PRODUCTION; issued 2026-03-18,QA_SOP/SOP INDEX.xlsx
SOP-PR-038-20280317,Production,SOP Review,Review SOP-PR-038 - Changeover In Manufacturing and Packing Area,SOP-PR-038,sop_review,two-yearly,specific_date,2028-03-17,2028-03-27,2026-03-18,,pending,,pending,production@enicarpharma.com,,,,SOP INDEX sheet PRODUCTION; issued 2026-03-18,QA_SOP/SOP INDEX.xlsx
SOP-PR-042-20280317,Production,SOP Review,Review SOP-PR-042 - 1500 Ltr Liquid Storage Tank,SOP-PR-042,sop_review,two-yearly,specific_date,2028-03-17,2028-03-27,2026-03-18,,pending,,pending,production@enicarpharma.com,,,,SOP INDEX sheet PRODUCTION; issued 2026-03-18,QA_SOP/SOP INDEX.xlsx
SOP-PR-044-20280317,Production,SOP Review,Review SOP-PR-044 - Inline Homogenizer,SOP-PR-044,sop_review,two-yearly,specific_date,2028-03-17,2028-03-27,2026-03-18,,pending,,pending,production@enicarpharma.com,,,,SOP INDEX sheet PRODUCTION; issued 2026-03-18,QA_SOP/SOP INDEX.xlsx
SOP-PR-054-20280317,Production,SOP Review,Review SOP-PR-054 - Differential pressure of production department,SOP-PR-054,sop_review,two-yearly,specific_date,2028-03-17,2028-03-27,2026-03-18,,pending,,pending,production@enicarpharma.com,,,,SOP INDEX sheet PRODUCTION; issued 2026-03-18,QA_SOP/SOP INDEX.xlsx
SOP-PR-055-20280317,Production,SOP Review,Review SOP-PR-055 - 150 Ltr S. S. Jacketed Melting vessel,SOP-PR-055,sop_review,two-yearly,specific_date,2028-03-17,2028-03-27,2026-03-18,,pending,,pending,production@enicarpharma.com,,,,SOP INDEX sheet PRODUCTION; issued 2026-03-18,QA_SOP/SOP INDEX.xlsx
SOP-PR-056-20280317,Production,SOP Review,Review SOP-PR-056 - Sachet Filling And Sealing Machine,SOP-PR-056,sop_review,two-yearly,specific_date,2028-03-17,2028-03-27,2026-03-18,,pending,,pending,production@enicarpharma.com,,,,SOP INDEX sheet PRODUCTION; issued 2026-03-18,QA_SOP/SOP INDEX.xlsx
SOP-PR-057-20280317,Production,SOP Review,Review SOP-PR-057 - 200 Ltr Liquid Storage Tank,SOP-PR-057,sop_review,two-yearly,specific_date,2028-03-17,2028-03-27,2026-03-18,,pending,,pending,production@enicarpharma.com,,,,SOP INDEX sheet PRODUCTION; issued 2026-03-18,QA_SOP/SOP INDEX.xlsx
SOP-PR-058-20280317,Production,SOP Review,Review SOP-PR-058 - 250 Ltr manufacturing Tank,SOP-PR-058,sop_review,two-yearly,specific_date,2028-03-17,2028-03-27,2026-03-18,,pending,,pending,production@enicarpharma.com,,,,SOP INDEX sheet PRODUCTION; issued 2026-03-18,QA_SOP/SOP INDEX.xlsx
SOP-PR-023-20280318,Production,SOP Review,Review SOP-PR-023 - Strapping Machine,SOP-PR-023,sop_review,two-yearly,specific_date,2028-03-18,2028-03-28,2026-03-19,,pending,,pending,production@enicarpharma.com,,,,SOP INDEX sheet PRODUCTION; issued 2026-03-19,QA_SOP/SOP INDEX.xlsx
SOP-PR-035-20280318,Production,SOP Review,Review SOP-PR-035 - Automatic Carton Printing Machine,SOP-PR-035,sop_review,two-yearly,specific_date,2028-03-18,2028-03-28,2026-03-19,,pending,,pending,production@enicarpharma.com,,,,SOP INDEX sheet PRODUCTION; issued 2026-03-19,QA_SOP/SOP INDEX.xlsx
SOP-PR-053-20280318,Production,SOP Review,Review SOP-PR-053 - Operation of Scissor Lift,SOP-PR-053,sop_review,two-yearly,specific_date,2028-03-18,2028-03-28,2026-03-19,,pending,,pending,production@enicarpharma.com,,,,SOP INDEX sheet PRODUCTION; issued 2026-03-19,QA_SOP/SOP INDEX.xlsx
CAL-PR-003-20280319,Production,SOP Review,Review CAL-PR-003 - 1500 Ltrs. Manufacturing Tank,CAL-PR-003,sop_review,two-yearly,specific_date,2028-03-19,2028-03-29,2026-03-20,,pending,,pending,production@enicarpharma.com,,,,SOP INDEX sheet PRODUCTION; issued 2026-03-20,QA_SOP/SOP INDEX.xlsx
CAL-PR-004-20280319,Production,SOP Review,Review CAL-PR-004 - 3000 Ltrs. Storage Tank,CAL-PR-004,sop_review,two-yearly,specific_date,2028-03-19,2028-03-29,2026-03-20,,pending,,pending,production@enicarpharma.com,,,,SOP INDEX sheet PRODUCTION; issued 2026-03-20,QA_SOP/SOP INDEX.xlsx
CAL-PR-005-20280319,Production,SOP Review,Review CAL-PR-005 - 1500 Ltrs. Storage Tank,CAL-PR-005,sop_review,two-yearly,specific_date,2028-03-19,2028-03-29,2026-03-20,,pending,,pending,production@enicarpharma.com,,,,SOP INDEX sheet PRODUCTION; issued 2026-03-20,QA_SOP/SOP INDEX.xlsx
SCP-PR-001-20280319,Production,SOP Review,Review SCP-PR-001 - Sucrose Syrup Manufacturing Tank,SCP-PR-001,sop_review,two-yearly,specific_date,2028-03-19,2028-03-29,2026-03-20,,pending,,pending,production@enicarpharma.com,,,,SOP INDEX sheet PRODUCTION; issued 2026-03-20,QA_SOP/SOP INDEX.xlsx
SCP-PR-002-20280319,Production,SOP Review,Review SCP-PR-002 - 3000 Lts Manufacturing Tank,SCP-PR-002,sop_review,two-yearly,specific_date,2028-03-19,2028-03-29,2026-03-20,,pending,,pending,production@enicarpharma.com,,,,SOP INDEX sheet PRODUCTION; issued 2026-03-20,QA_SOP/SOP INDEX.xlsx
SCP-PR-003-20280319,Production,SOP Review,Review SCP-PR-003 - 1500 Lts Manufacturing Tank,SCP-PR-003,sop_review,two-yearly,specific_date,2028-03-19,2028-03-29,2026-03-20,,pending,,pending,production@enicarpharma.com,,,,SOP INDEX sheet PRODUCTION; issued 2026-03-20,QA_SOP/SOP INDEX.xlsx
SCP-PR-014-20280319,Production,SOP Review,Review SCP-PR-014 - Bottle Labeling Machine – II,SCP-PR-014,sop_review,two-yearly,specific_date,2028-03-19,2028-03-29,2026-03-20,,pending,,pending,production@enicarpharma.com,,,,SOP INDEX sheet PRODUCTION; issued 2026-03-20,QA_SOP/SOP INDEX.xlsx
SCP-PR-016-20280319,Production,SOP Review,Review SCP-PR-016 - Conveyor Belt – I,SCP-PR-016,sop_review,two-yearly,specific_date,2028-03-19,2028-03-29,2026-03-20,,pending,,pending,production@enicarpharma.com,,,,SOP INDEX sheet PRODUCTION; issued 2026-03-20,QA_SOP/SOP INDEX.xlsx
SCP-PR-018-20280319,Production,SOP Review,Review SCP-PR-018 - Visual Inspection Belt – I,SCP-PR-018,sop_review,two-yearly,specific_date,2028-03-19,2028-03-29,2026-03-20,,pending,,pending,production@enicarpharma.com,,,,SOP INDEX sheet PRODUCTION; issued 2026-03-20,QA_SOP/SOP INDEX.xlsx
SCP-PR-022-20280319,Production,SOP Review,Review SCP-PR-022 - Colloidal Machine,SCP-PR-022,sop_review,two-yearly,specific_date,2028-03-19,2028-03-29,2026-03-20,,pending,,pending,production@enicarpharma.com,,,,SOP INDEX sheet PRODUCTION; issued 2026-03-20,QA_SOP/SOP INDEX.xlsx
SCP-PR-025-20280319,Production,SOP Review,Review SCP-PR-025 - Dismantle Parts and Accessories,SCP-PR-025,sop_review,two-yearly,specific_date,2028-03-19,2028-03-29,2026-03-20,,pending,,pending,production@enicarpharma.com,,,,SOP INDEX sheet PRODUCTION; issued 2026-03-20,QA_SOP/SOP INDEX.xlsx
SCP-PR-032-20280319,Production,SOP Review,Review SCP-PR-032 - 150 Ltr. S.S. Jacketed Melting Vessel,SCP-PR-032,sop_review,two-yearly,specific_date,2028-03-19,2028-03-29,2026-03-20,,pending,,pending,production@enicarpharma.com,,,,SOP INDEX sheet PRODUCTION; issued 2026-03-20,QA_SOP/SOP INDEX.xlsx
SCP-PR-034-20280319,Production,SOP Review,Review SCP-PR-034 - 650 Ltr. S.S. Tank,SCP-PR-034,sop_review,two-yearly,specific_date,2028-03-19,2028-03-29,2026-03-20,,pending,,pending,production@enicarpharma.com,,,,SOP INDEX sheet PRODUCTION; issued 2026-03-20,QA_SOP/SOP INDEX.xlsx
SCP-PR-047-20280319,Production,SOP Review,Review SCP-PR-047 - 200 Ltr Storage Tank,SCP-PR-047,sop_review,two-yearly,specific_date,2028-03-19,2028-03-29,2026-03-20,,pending,,pending,production@enicarpharma.com,,,,SOP INDEX sheet PRODUCTION; issued 2026-03-20,QA_SOP/SOP INDEX.xlsx
SOP-PR-030-20280319,Production,SOP Review,Review SOP-PR-030 - Transfer of Dispensed Material from Hold Room To Manufacturing Area,SOP-PR-030,sop_review,two-yearly,specific_date,2028-03-19,2028-03-29,2026-03-20,,pending,,pending,production@enicarpharma.com,,,,SOP INDEX sheet PRODUCTION; issued 2026-03-20,QA_SOP/SOP INDEX.xlsx
SOP-PR-039-20280319,Production,SOP Review,Review SOP-PR-039 - Sanitation of Purified water Storage Tank & S. S. Pipelines,SOP-PR-039,sop_review,two-yearly,specific_date,2028-03-19,2028-03-29,2026-03-20,,pending,,pending,production@enicarpharma.com,,,,SOP INDEX sheet PRODUCTION; issued 2026-03-20,QA_SOP/SOP INDEX.xlsx
SOP-PR-046-20280319,Production,SOP Review,Review SOP-PR-046 - Automatic Label Printing Machine,SOP-PR-046,sop_review,two-yearly,specific_date,2028-03-19,2028-03-29,2026-03-20,,pending,,pending,production@enicarpharma.com,,,,SOP INDEX sheet PRODUCTION; issued 2026-03-20,QA_SOP/SOP INDEX.xlsx
SOP-PR-047-20280319,Production,SOP Review,Review SOP-PR-047 - Decartoning of Bottle,SOP-PR-047,sop_review,two-yearly,specific_date,2028-03-19,2028-03-29,2026-03-20,,pending,,pending,production@enicarpharma.com,,,,SOP INDEX sheet PRODUCTION; issued 2026-03-20,QA_SOP/SOP INDEX.xlsx
SOP-PR-049-20280319,Production,SOP Review,Review SOP-PR-049 - Self Adhesive Labelling Machine (Flat Bottle),SOP-PR-049,sop_review,two-yearly,specific_date,2028-03-19,2028-03-29,2026-03-20,,pending,,pending,production@enicarpharma.com,,,,SOP INDEX sheet PRODUCTION; issued 2026-03-20,QA_SOP/SOP INDEX.xlsx
SOP-PR-075-20280319,Production,SOP Review,Review SOP-PR-075 - 1000 KG Ointment Manufacturing Plant,SOP-PR-075,sop_review,two-yearly,specific_date,2028-03-19,2028-03-29,2026-03-20,,pending,,pending,production@enicarpharma.com,,,,SOP INDEX sheet PRODUCTION; issued 2026-03-20,QA_SOP/SOP INDEX.xlsx
SOP-PR-076-20280319,Production,SOP Review,"Review SOP-PR-076 - Tube Filling, Sealing",SOP-PR-076,sop_review,two-yearly,specific_date,2028-03-19,2028-03-29,2026-03-20,,pending,,pending,production@enicarpharma.com,,,,SOP INDEX sheet PRODUCTION; issued 2026-03-20,QA_SOP/SOP INDEX.xlsx
CAL-PR-002-20280320,Production,SOP Review,Review CAL-PR-002 - 3000 Ltrs. Manufacturing Tank,CAL-PR-002,sop_review,two-yearly,specific_date,2028-03-20,2028-03-30,2026-03-21,,pending,,pending,production@enicarpharma.com,,,,SOP INDEX sheet PRODUCTION; issued 2026-03-21,QA_SOP/SOP INDEX.xlsx
CAL-PR-006-20280320,Production,SOP Review,Review CAL-PR-006 - 2000 Ltrs. Sucrose Syrup Manufacturing Tank,CAL-PR-006,sop_review,two-yearly,specific_date,2028-03-20,2028-03-30,2026-03-21,,pending,,pending,production@enicarpharma.com,,,,SOP INDEX sheet PRODUCTION; issued 2026-03-21,QA_SOP/SOP INDEX.xlsx
